Time [s]	Voltage power source [V]	Voltage current sensor [V]
-1.00	-0.0005	2.5037
 -1.00	-0.0006	2.5038
 -1.00	-0.0003	2.5035
 -1.00	-0.0005	2.5034
 -1.00	-0.0007	2.5034
 -1.00	-0.0002	2.5032
 -1.00	-0.0004	2.5037
 -1.00	-0.0003	2.5037
 -1.00	-0.0009	2.5034
 -1.00	-0.0004	2.5038
 -1.00	-0.0002	2.5036
 -1.00	-0.0005	2.5038
 18.18	0.0007	2.5037
 18.30	-0.0000	2.5035
 18.41	0.0008	2.5031
 18.53	0.0007	2.5034
 18.65	-0.0003	2.5030
 18.77	0.0002	2.5031
 18.89	-0.0001	2.5032
 19.01	0.0000	2.5035
 19.13	-0.0002	2.5039
 19.25	0.0003	2.5039
 19.37	0.0008	2.5039
 19.48	0.0002	2.5040
 19.60	-0.0004	2.5039
 19.72	-0.0001	2.5048
 19.84	-0.0011	2.5043
 19.96	-0.0005	2.5027
 20.08	-0.0003	2.5032
 20.20	0.0007	2.5026
 20.32	0.0002	2.5028
 20.44	0.0012	2.5031
 20.55	-0.0007	2.5047
 20.67	0.0001	2.5031
 20.79	0.0524	2.4950
 20.91	0.0701	2.4920
 21.03	0.0760	2.4911
 21.15	0.0758	2.4910
 21.27	0.0911	2.4884
 21.39	0.0969	2.4867
 21.51	0.0986	2.4866
 21.63	0.1068	2.4850
 21.75	0.1154	2.4841
 21.86	0.1152	2.4841
 21.98	0.1154	2.4841
 22.10	0.1158	2.4846
 22.22	0.1272	2.4816
 22.34	0.1330	2.4809
 22.46	0.1373	2.4794
 22.57	0.1418	2.4795
 22.69	0.1541	2.4774
 22.81	0.1558	2.4776
 22.93	0.1552	2.4767
 23.05	0.1560	2.4776
 23.17	0.1553	2.4774
 23.29	0.1326	2.4810
 23.41	0.1305	2.4814
 23.53	0.1305	2.4816
 23.65	0.1295	2.4808
 23.77	0.1303	2.4815
 23.89	0.1293	2.4813
 24.00	0.1300	2.4813
 24.12	0.1293	2.4817
 24.24	0.1319	2.4814
 24.36	0.1317	2.4812
 24.48	0.1309	2.4811
 24.60	0.1323	2.4819
 24.71	0.1313	2.4813
 24.83	0.1342	2.4813
 24.95	0.1377	2.4808
 25.07	0.1430	2.4791
 25.19	0.1462	2.4795
 25.31	0.1505	2.4782
 25.43	0.1489	2.4790
 25.55	0.1481	2.4783
 25.67	0.1485	2.4790
 25.78	0.1490	2.4796
 25.90	0.1490	2.4785
 26.02	0.1484	2.4784
 26.14	0.1486	2.4794
 26.26	0.1488	2.4782
 26.38	0.1486	2.4784
 26.49	0.1490	2.4785
 26.61	0.1496	2.4796
 26.73	0.1485	2.4796
 26.85	0.1498	2.4787
 26.96	0.1487	2.4788
 27.08	0.1493	2.4782
 27.20	0.1485	2.4781
 27.32	0.1490	2.4783
 27.44	0.1489	2.4782
 27.56	0.1491	2.4786
 27.68	0.1491	2.4792
 27.79	0.1491	2.4786
 27.91	0.1488	2.4780
 28.03	0.1488	2.4775
 28.14	0.1484	2.4783
 28.26	0.1491	2.4787
 28.38	0.1485	2.4789
 28.49	0.1489	2.4793
 28.61	0.1480	2.4790
 28.73	0.1485	2.4788
 28.85	0.1483	2.4781
 28.97	0.1488	2.4783
 29.09	0.1487	2.4785
 29.20	0.1483	2.4788
 29.32	0.1478	2.4793
 29.44	0.1486	2.4788
 29.56	0.1483	2.4789
 29.68	0.1485	2.4789
 29.80	0.1484	2.4783
 29.92	0.1490	2.4790
 30.04	0.1484	2.4777
 30.15	0.1487	2.4780
 30.26	0.1485	2.4798
 30.39	0.1479	2.4788
 30.50	0.1478	2.4780
 30.62	0.1476	2.4779
 30.74	0.1482	2.4786
 30.86	0.1485	2.4783
 30.98	0.1478	2.4785
 31.10	0.1478	2.4797
 31.21	0.1489	2.4790
 31.33	0.1480	2.4792
 31.45	0.1484	2.4790
 31.57	0.1488	2.4785
 31.69	0.1489	2.4794
 31.81	0.1481	2.4788
 31.92	0.1492	2.4782
 32.04	0.1486	2.4790
 32.16	0.1483	2.4789
 32.28	0.1485	2.4789
 32.40	0.1487	2.4790
 32.52	0.1479	2.4793
 32.64	0.1485	2.4779
 32.75	0.1484	2.4788
 32.87	0.1490	2.4789
 32.99	0.1491	2.4785
 33.11	0.1478	2.4784
 33.23	0.1478	2.4787
 33.35	0.1491	2.4785
 33.47	0.1485	2.4785
 33.59	0.1494	2.4789
 33.70	0.1506	2.4786
 33.82	0.1503	2.4794
 33.94	0.1502	2.4790
 34.06	0.1521	2.4785
 34.18	0.1581	2.4774
 34.29	0.1588	2.4771
 34.41	0.1574	2.4769
 34.53	0.1611	2.4758
 34.65	0.1636	2.4762
 34.76	0.1640	2.4767
 34.88	0.1667	2.4761
 35.00	0.1660	2.4754
 35.12	0.1685	2.4759
 35.23	0.1689	2.4751
 35.35	0.1700	2.4752
 35.47	0.1786	2.4735
 35.58	0.1800	2.4737
 35.70	0.1808	2.4734
 35.82	0.1836	2.4715
 35.93	0.1902	2.4719
 36.05	0.1905	2.4718
 36.17	0.1903	2.4720
 36.29	0.1911	2.4719
 36.41	0.1896	2.4721
 36.52	0.1902	2.4719
 36.64	0.1918	2.4727
 36.76	0.1962	2.4724
 36.88	0.2048	2.4689
 37.00	0.2113	2.4695
 37.12	0.2148	2.4680
 37.24	0.2191	2.4676
 37.36	0.2275	2.4664
 37.48	0.2311	2.4656
 37.59	0.2309	2.4665
 37.71	0.2309	2.4652
 37.83	0.2311	2.4654
 37.95	0.2315	2.4655
 38.07	0.2304	2.4654
 38.19	0.2307	2.4654
 38.31	0.2316	2.4660
 38.43	0.2340	2.4658
 38.56	0.2347	2.4653
 38.68	0.2388	2.4641
 38.80	0.2415	2.4634
 38.92	0.2433	2.4631
 39.04	0.2482	2.4626
 39.16	0.2488	2.4626
 39.28	0.2490	2.4614
 39.40	0.2530	2.4623
 39.52	0.2563	2.4617
 39.63	0.2566	2.4614
 39.75	0.2568	2.4610
 39.87	0.2622	2.4603
 39.99	0.2651	2.4595
 40.11	0.2651	2.4594
 40.23	0.2656	2.4600
 40.34	0.2650	2.4593
 40.46	0.2653	2.4602
 40.58	0.2653	2.4606
 40.70	0.2652	2.4600
 40.82	0.2657	2.4607
 40.94	0.2658	2.4598
 41.06	0.2663	2.4597
 41.18	0.2652	2.4598
 41.30	0.2656	2.4594
 41.41	0.2651	2.4591
 41.53	0.2653	2.4606
 41.65	0.2653	2.4593
 41.77	0.2648	2.4598
 41.88	0.2654	2.4594
 42.00	0.2655	2.4594
 42.12	0.2650	2.4603
 42.24	0.2654	2.4592
 42.36	0.2647	2.4598
 42.48	0.2646	2.4595
 42.59	0.2650	2.4593
 42.71	0.2650	2.4602
 42.82	0.2645	2.4596
 42.94	0.2651	2.4596
 43.06	0.2644	2.4599
 43.18	0.2647	2.4602
 43.30	0.2652	2.4597
 43.42	0.2642	2.4594
 43.53	0.2650	2.4601
 43.65	0.2648	2.4603
 43.77	0.2652	2.4593
 43.89	0.2645	2.4593
 44.01	0.2653	2.4599
 44.13	0.2652	2.4592
 44.25	0.2650	2.4595
 44.37	0.2638	2.4598
 44.48	0.2648	2.4604
 44.60	0.2647	2.4593
 44.72	0.2689	2.4592
 44.84	0.2820	2.4559
 44.96	0.2912	2.4554
 45.08	0.2972	2.4559
 45.19	0.3124	2.4518
 45.31	0.3131	2.4521
 45.43	0.3129	2.4519
 45.55	0.3125	2.4502
 45.67	0.3131	2.4519
 45.78	0.3129	2.4509
 45.90	0.3137	2.4524
 46.02	0.3132	2.4518
 46.14	0.3132	2.4511
 46.25	0.3138	2.4511
 46.37	0.3141	2.4510
 46.49	0.3156	2.4511
 46.61	0.3276	2.4493
 46.73	0.3337	2.4478
 46.85	0.3369	2.4473
 46.97	0.3394	2.4474
 47.09	0.3430	2.4461
 47.20	0.3519	2.4444
 47.32	0.3535	2.4446
 47.44	0.3531	2.4454
 47.56	0.3586	2.4448
 47.68	0.3586	2.4439
 47.80	0.3592	2.4434
 47.92	0.3638	2.4435
 48.04	0.3688	2.4421
 48.16	0.3699	2.4418
 48.28	0.3749	2.4408
 48.40	0.3769	2.4409
 48.52	0.3772	2.4404
 48.64	0.3823	2.4405
 48.75	0.3858	2.4390
 48.87	0.3878	2.4394
 48.99	0.3875	2.4387
 49.11	0.3884	2.4392
 49.23	0.3905	2.4381
 49.35	0.3902	2.4373
 49.47	0.3901	2.4393
 49.58	0.3903	2.4386
 49.70	0.3910	2.4375
 49.82	0.3906	2.4383
 49.94	0.3892	2.4380
 50.06	0.3903	2.4377
 50.18	0.3901	2.4389
 50.30	0.3903	2.4396
 50.42	0.3905	2.4384
 50.53	0.3908	2.4388
 50.65	0.3901	2.4375
 50.77	0.3900	2.4383
 50.89	0.3900	2.4393
 51.01	0.3905	2.4380
 51.12	0.3911	2.4386
 51.24	0.3904	2.4390
 51.36	0.3908	2.4377
 51.48	0.3897	2.4383
 51.60	0.3907	2.4386
 51.72	0.3908	2.4386
 51.84	0.3903	2.4373
 51.96	0.3904	2.4380
 52.08	0.3909	2.4387
 52.19	0.3900	2.4386
 52.31	0.3909	2.4378
 52.43	0.3899	2.4382
 52.55	0.3900	2.4378
 52.66	0.3898	2.4390
 52.78	0.3902	2.4378
 52.90	0.3903	2.4382
 53.02	0.3913	2.4370
 53.14	0.3904	2.4377
 53.26	0.3903	2.4382
 53.37	0.3904	2.4388
 53.49	0.3908	2.4388
 53.61	0.3907	2.4387
 53.73	0.3905	2.4383
 53.85	0.3903	2.4379
 53.96	0.3900	2.4381
 54.08	0.3901	2.4388
 54.20	0.3909	2.4387
 54.32	0.3895	2.4399
 54.43	0.3903	2.4377
 54.55	0.3894	2.4391
 54.67	0.3898	2.4377
 54.79	0.3913	2.4389
 54.91	0.3899	2.4375
 55.02	0.3902	2.4389
 55.14	0.3906	2.4377
 55.26	0.3903	2.4383
 55.38	0.3914	2.4382
 55.50	0.3902	2.4382
 55.62	0.3902	2.4382
 55.73	0.3897	2.4387
 55.85	0.3931	2.4384
 55.97	0.4046	2.4379
 56.09	0.4043	2.4381
 56.21	0.3984	2.4381
 56.33	0.3985	2.4385
 56.45	0.3980	2.4381
 56.57	0.3969	2.4380
 56.68	0.4084	2.4367
 56.80	0.4176	2.4356
 56.92	0.4242	2.4342
 57.04	0.4283	2.4337
 57.16	0.4315	2.4325
 57.28	0.4419	2.4317
 57.40	0.4472	2.4297
 57.52	0.4513	2.4304
 57.63	0.4580	2.4290
 57.75	0.4660	2.4274
 57.87	0.4765	2.4254
 57.99	0.4843	2.4254
 58.11	0.4898	2.4232
 58.22	0.4968	2.4228
 58.34	0.5011	2.4217
 58.46	0.5028	2.4217
 58.58	0.5046	2.4212
 58.70	0.5053	2.4217
 58.82	0.5077	2.4214
 58.94	0.5097	2.4202
 59.06	0.5140	2.4196
 59.17	0.5170	2.4191
 59.29	0.5259	2.4178
 59.41	0.5266	2.4174
 59.53	0.5258	2.4172
 59.65	0.5262	2.4172
 59.77	0.5264	2.4171
 59.88	0.5275	2.4183
 60.00	0.5279	2.4178
 60.12	0.5278	2.4173
 60.24	0.5276	2.4170
 60.36	0.5279	2.4178
 60.48	0.5271	2.4182
 60.60	0.5280	2.4178
 60.71	0.5275	2.4169
 60.83	0.5276	2.4177
 60.95	0.5281	2.4173
 61.07	0.5275	2.4168
 61.19	0.5267	2.4182
 61.31	0.5279	2.4169
 61.42	0.5284	2.4168
 61.53	0.5273	2.4179
 61.65	0.5274	2.4165
 61.77	0.5279	2.4169
 61.89	0.5273	2.4175
 62.01	0.5275	2.4177
 62.12	0.5275	2.4174
 62.24	0.5270	2.4184
 62.36	0.5273	2.4172
 62.47	0.5268	2.4174
 62.59	0.5283	2.4169
 62.71	0.5274	2.4177
 62.83	0.5266	2.4182
 62.94	0.5262	2.4173
 63.06	0.5263	2.4165
 63.18	0.5265	2.4174
 63.30	0.5252	2.4176
 63.42	0.5270	2.4174
 63.53	0.5260	2.4170
 63.65	0.5258	2.4175
 63.77	0.5253	2.4173
 63.89	0.5252	2.4167
 64.00	0.5260	2.4172
 64.12	0.5302	2.4163
 64.24	0.5308	2.4157
 64.36	0.5315	2.4168
 64.48	0.5314	2.4163
 64.59	0.5309	2.4163
 64.71	0.5315	2.4162
 64.83	0.5306	2.4163
 64.95	0.5304	2.4163
 65.07	0.5310	2.4172
 65.19	0.5315	2.4165
 65.30	0.5308	2.4166
 65.42	0.5305	2.4162
 65.54	0.5304	2.4166
 65.66	0.5302	2.4161
 65.77	0.5307	2.4157
 65.89	0.5309	2.4166
 66.01	0.5312	2.4156
 66.13	0.5308	2.4165
 66.25	0.5325	2.4153
 66.37	0.5327	2.4154
 66.49	0.5339	2.4156
 66.60	0.5414	2.4142
 66.72	0.5849	2.4063
 66.84	0.5994	2.4045
 66.96	0.5999	2.4058
 67.08	0.6042	2.4050
 67.19	0.6118	2.4025
 67.31	0.6160	2.4021
 67.43	0.6212	2.4009
 67.54	0.6199	2.4007
 67.66	0.6215	2.4017
 67.78	0.6233	2.4014
 67.90	0.6236	2.4008
 68.02	0.6246	2.4010
 68.14	0.6334	2.3984
 68.26	0.6350	2.3988
 68.38	0.6357	2.3987
 68.49	0.6354	2.3992
 68.61	0.6357	2.3983
 68.73	0.6356	2.3992
 68.84	0.6348	2.3990
 68.96	0.6376	2.3992
 69.08	0.6377	2.3989
 69.20	0.6382	2.3997
 69.32	0.6384	2.3979
 69.43	0.6407	2.3981
 69.54	0.6415	2.3985
 69.66	0.6428	2.3984
 69.78	0.6433	2.3978
 69.90	0.6447	2.3971
 70.02	0.6441	2.3975
 70.14	0.6501	2.3968
 70.26	0.6522	2.3971
 70.38	0.6527	2.3961
 70.50	0.6540	2.3967
 70.61	0.6530	2.3954
 70.73	0.6528	2.3957
 70.85	0.6536	2.3958
 70.97	0.6539	2.3959
 71.08	0.6535	2.3956
 71.20	0.6536	2.3956
 71.32	0.6544	2.3957
 71.44	0.6541	2.3956
 71.56	0.6545	2.3956
 71.67	0.6542	2.3960
 71.79	0.6540	2.3965
 71.91	0.6537	2.3966
 72.03	0.6543	2.3956
 72.15	0.6538	2.3969
 72.26	0.6537	2.3954
 72.38	0.6540	2.3967
 72.50	0.6533	2.3962
 72.62	0.6547	2.3961
 72.73	0.6536	2.3963
 72.85	0.6536	2.3959
 72.96	0.6533	2.3963
 73.08	0.6534	2.3963
 73.20	0.6528	2.3962
 73.32	0.6533	2.3956
 73.44	0.6539	2.3959
 73.56	0.6538	2.3959
 73.67	0.6536	2.3962
 73.79	0.6533	2.3958
 73.91	0.6524	2.3954
 74.03	0.6537	2.3963
 74.14	0.6538	2.3962
 74.26	0.6537	2.3964
 74.37	0.6545	2.3960
 74.50	0.6538	2.3964
 74.61	0.6527	2.3948
 74.73	0.6537	2.3951
 74.85	0.6541	2.3954
 74.97	0.6528	2.3960
 75.09	0.6527	2.3961
 75.20	0.6536	2.3960
 75.32	0.6529	2.3960
 75.44	0.6528	2.3964
 75.55	0.6529	2.3958
 75.67	0.6524	2.3958
 75.79	0.6528	2.3962
 75.90	0.6535	2.3966
 76.02	0.6527	2.3968
 76.14	0.6532	2.3962
 76.26	0.6536	2.3967
 76.38	0.6538	2.3962
 76.49	0.6527	2.3962
 76.61	0.6531	2.3953
 76.73	0.6529	2.3958
 76.85	0.6550	2.3954
 76.96	0.6573	2.3956
 77.08	0.6614	2.3944
 77.20	0.6638	2.3941
 77.31	0.6694	2.3932
 77.43	0.6759	2.3926
 77.55	0.6790	2.3918
 77.67	0.6839	2.3909
 77.79	0.6910	2.3902
 77.91	0.6924	2.3895
 78.03	0.6949	2.3892
 78.15	0.6989	2.3885
 78.26	0.7004	2.3882
 78.38	0.7073	2.3875
 78.50	0.7110	2.3866
 78.61	0.7139	2.3862
 78.73	0.7166	2.3854
 78.84	0.7215	2.3848
 78.96	0.7242	2.3849
 79.08	0.7237	2.3840
 79.20	0.7272	2.3839
 79.32	0.7290	2.3831
 79.44	0.7308	2.3833
 79.55	0.7372	2.3820
 79.67	0.7391	2.3820
 79.78	0.7396	2.3822
 79.89	0.7421	2.3812
 80.01	0.7461	2.3805
 80.13	0.7569	2.3789
 80.25	0.7594	2.3787
 80.37	0.7622	2.3774
 80.48	0.7650	2.3769
 80.60	0.7667	2.3765
 80.72	0.7700	2.3769
 80.84	0.7742	2.3755
 80.95	0.7797	2.3746
 81.06	0.7808	2.3743
 81.18	0.7808	2.3731
 81.30	0.7821	2.3748
 81.42	0.7816	2.3746
 81.54	0.7814	2.3738
 81.65	0.7813	2.3754
 81.77	0.7800	2.3750
 81.89	0.7757	2.3760
 82.01	0.7756	2.3756
 82.13	0.7760	2.3753
 82.24	0.7761	2.3753
 82.36	0.7756	2.3755
 82.47	0.7795	2.3757
 82.59	0.7784	2.3750
 82.71	0.7768	2.3758
 82.83	0.7759	2.3757
 82.94	0.7769	2.3750
 83.06	0.7764	2.3754
 83.18	0.7768	2.3757
 83.30	0.7768	2.3751
 83.41	0.7766	2.3748
 83.53	0.7768	2.3750
 83.64	0.7771	2.3754
 83.76	0.7760	2.3752
 83.88	0.7770	2.3754
 83.99	0.7758	2.3753
 84.11	0.7761	2.3751
 84.23	0.7778	2.3755
 84.34	0.7777	2.3750
 84.46	0.7767	2.3754
 84.58	0.7767	2.3751
 84.69	0.7765	2.3753
 84.81	0.7768	2.3757
 84.93	0.7770	2.3750
 85.05	0.7767	2.3762
 85.17	0.7765	2.3755
 85.28	0.7768	2.3757
 85.40	0.7766	2.3753
 85.52	0.7763	2.3756
 85.64	0.7766	2.3757
 85.75	0.7760	2.3750
 85.87	0.7757	2.3757
 85.98	0.7762	2.3756
 86.10	0.7765	2.3748
 86.22	0.7777	2.3747
 86.33	0.7791	2.3745
 86.45	0.7791	2.3746
 86.57	0.7817	2.3748
 86.69	0.7924	2.3731
 86.81	0.8191	2.3688
 86.93	0.8374	2.3652
 87.04	0.8433	2.3649
 87.16	0.8444	2.3645
 87.28	0.8492	2.3635
 87.39	0.8554	2.3632
 87.51	0.8599	2.3627
 87.63	0.8681	2.3604
 87.74	0.8785	2.3582
 87.86	0.8836	2.3577
 87.98	0.8840	2.3581
 88.10	0.8842	2.3571
 88.21	0.8939	2.3557
 88.33	0.9016	2.3548
 88.45	0.9056	2.3535
 88.56	0.9098	2.3533
 88.68	0.9125	2.3528
 88.80	0.9115	2.3522
 88.92	0.9127	2.3528
 89.03	0.9122	2.3528
 89.15	0.9126	2.3520
 89.27	0.9109	2.3528
 89.39	0.9100	2.3530
 89.50	0.9105	2.3525
 89.62	0.9109	2.3528
 89.73	0.9111	2.3531
 89.84	0.9108	2.3522
 89.97	0.9102	2.3527
 90.09	0.9107	2.3530
 90.20	0.9094	2.3529
 90.32	0.9093	2.3529
 90.43	0.9102	2.3534
 90.55	0.9096	2.3533
 90.67	0.9097	2.3528
 90.78	0.9101	2.3534
 90.90	0.9098	2.3529
 91.01	0.9094	2.3533
 91.13	0.9093	2.3534
 91.25	0.9097	2.3528
 91.36	0.9098	2.3540
 91.48	0.9091	2.3528
 91.59	0.9092	2.3541
 91.71	0.9082	2.3531
 91.83	0.9079	2.3534
 91.95	0.9083	2.3527
 92.06	0.9079	2.3523
 92.18	0.9063	2.3539
 92.30	0.9036	2.3539
 92.42	0.9033	2.3544
 92.53	0.9033	2.3537
 92.65	0.9034	2.3541
 92.76	0.9027	2.3544
 92.88	0.9029	2.3542
 93.00	0.9025	2.3546
 93.11	0.9019	2.3543
 93.23	0.9020	2.3538
 93.35	0.9030	2.3540
 93.47	0.9022	2.3544
 93.58	0.9022	2.3530
 93.70	0.9019	2.3544
 93.82	0.9023	2.3542
 93.93	0.9028	2.3540
 94.05	0.9020	2.3550
 94.17	0.9022	2.3544
 94.28	0.9022	2.3531
 94.40	0.9019	2.3544
 94.51	0.9020	2.3547
 94.63	0.9023	2.3537
 94.75	0.9022	2.3536
 94.86	0.9014	2.3540
 94.98	0.9019	2.3541
 95.09	0.9021	2.3540
 95.21	0.9021	2.3540
 95.32	0.9023	2.3548
 95.44	0.9019	2.3536
 95.55	0.9025	2.3540
 95.67	0.9024	2.3542
 95.79	0.9019	2.3545
 95.90	0.9031	2.3540
 96.02	0.9032	2.3532
 96.14	0.9032	2.3546
 96.25	0.9028	2.3536
 96.36	0.9034	2.3544
 96.48	0.9040	2.3536
 96.60	0.9050	2.3542
 96.72	0.9033	2.3537
 96.83	0.9033	2.3536
 96.95	0.9033	2.3552
 97.07	0.9026	2.3538
 97.18	0.9018	2.3534
 97.29	0.9013	2.3537
 97.41	0.9015	2.3540
 97.53	0.9009	2.3529
 97.65	0.9013	2.3541
 97.76	0.9045	2.3541
 97.88	0.9245	2.3506
 98.00	0.9443	2.3472
 98.11	0.9467	2.3465
 98.22	0.9631	2.3443
 98.34	0.9900	2.3397
 98.45	0.9990	2.3377
 98.57	1.0060	2.3356
 98.69	1.0098	2.3367
 98.81	1.0086	2.3365
 98.92	1.0088	2.3357
 99.04	1.0094	2.3361
 99.15	1.0158	2.3355
 99.27	1.0169	2.3338
 99.38	1.0167	2.3342
 99.50	1.0185	2.3345
 99.62	1.0178	2.3341
 99.73	1.0183	2.3337
 99.85	1.0184	2.3338
 99.96	1.0167	2.3336
 100.08	1.0171	2.3338
 100.20	1.0171	2.3347
 100.31	1.0159	2.3343
 100.42	1.0145	2.3344
 100.54	1.0156	2.3335
 100.66	1.0143	2.3348
 100.77	1.0152	2.3330
 100.88	1.0142	2.3344
 101.00	1.0155	2.3346
 101.12	1.0141	2.3333
 101.24	1.0146	2.3334
 101.35	1.0153	2.3339
 101.46	1.0150	2.3336
 101.58	1.0142	2.3351
 101.70	1.0145	2.3343
 101.82	1.0136	2.3345
 101.93	1.0125	2.3343
 102.04	1.0146	2.3344
 102.16	1.0134	2.3342
 102.28	1.0134	2.3334
 102.39	1.0141	2.3343
 102.51	1.0134	2.3343
 102.63	1.0131	2.3345
 102.74	1.0127	2.3341
 102.86	1.0129	2.3341
 102.98	1.0137	2.3345
 103.09	1.0154	2.3341
 103.21	1.0247	2.3325
 103.32	1.0627	2.3256
 103.43	1.0808	2.3232
 103.55	1.0880	2.3208
 103.67	1.0974	2.3197
 103.78	1.1048	2.3184
 103.89	1.1110	2.3171
 104.01	1.1164	2.3159
 104.12	1.1155	2.3170
 104.24	1.1183	2.3172
 104.35	1.1189	2.3168
 104.47	1.1182	2.3160
 104.58	1.1221	2.3157
 104.70	1.1245	2.3155
 104.81	1.1295	2.3139
 104.93	1.1325	2.3142
 105.04	1.1342	2.3132
 105.16	1.1375	2.3134
 105.27	1.1412	2.3124
 105.38	1.1415	2.3124
 105.50	1.1405	2.3124
 105.62	1.1404	2.3128
 105.73	1.1409	2.3120
 105.85	1.1418	2.3126
 105.96	1.1420	2.3124
 106.08	1.1415	2.3132
 106.20	1.1423	2.3130
 106.31	1.1418	2.3125
 106.43	1.1406	2.3120
 106.54	1.1409	2.3126
 106.66	1.1419	2.3126
 106.78	1.1419	2.3120
 106.89	1.1407	2.3126
 107.01	1.1410	2.3126
 107.12	1.1399	2.3125
 107.24	1.1400	2.3122
 107.35	1.1399	2.3115
 107.47	1.1407	2.3128
 107.58	1.1410	2.3128
 107.70	1.1409	2.3128
 107.81	1.1413	2.3116
 107.93	1.1411	2.3128
 108.04	1.1406	2.3122
 108.16	1.1414	2.3128
 108.27	1.1407	2.3124
 108.38	1.1406	2.3124
 108.50	1.1398	2.3121
 108.62	1.1403	2.3126
 108.73	1.1391	2.3122
 108.84	1.1386	2.3117
 108.96	1.1406	2.3111
 109.08	1.1689	2.3081
 109.19	1.1773	2.3065
 109.31	1.1835	2.3043
 109.42	1.1911	2.3032
 109.54	1.1999	2.3022
 109.65	1.2058	2.3020
 109.77	1.2055	2.3018
 109.89	1.2089	2.3005
 110.00	1.2113	2.3011
 110.12	1.2167	2.2990
 110.23	1.2192	2.2993
 110.35	1.2223	2.2989
 110.46	1.2227	2.2996
 110.58	1.2250	2.2980
 110.69	1.2334	2.2968
 110.81	1.2337	2.2975
 110.93	1.2328	2.2965
 111.04	1.2355	2.2959
 111.16	1.2359	2.2963
 111.27	1.2383	2.2961
 111.38	1.2424	2.2945
 111.50	1.2448	2.2948
 111.61	1.2450	2.2940
 111.73	1.2485	2.2940
 111.84	1.2531	2.2937
 111.96	1.2523	2.2939
 112.07	1.2529	2.2933
 112.19	1.2530	2.2927
 112.30	1.2528	2.2929
 112.41	1.2524	2.2934
 112.53	1.2531	2.2930
 112.65	1.2557	2.2929
 112.76	1.2565	2.2925
 112.88	1.2556	2.2936
 112.99	1.2556	2.2928
 113.11	1.2561	2.2926
 113.22	1.2613	2.2928
 113.34	1.2598	2.2926
 113.45	1.2582	2.2925
 113.57	1.2580	2.2926
 113.68	1.2580	2.2922
 113.80	1.2582	2.2928
 113.91	1.2581	2.2925
 114.03	1.2574	2.2929
 114.14	1.2572	2.2920
 114.26	1.2578	2.2924
 114.37	1.2582	2.2920
 114.49	1.2574	2.2926
 114.60	1.2574	2.2927
 114.72	1.2573	2.2924
 114.84	1.2570	2.2923
 114.95	1.2580	2.2926
 115.07	1.2570	2.2928
 115.18	1.2568	2.2931
 115.30	1.2565	2.2928
 115.42	1.2570	2.2925
 115.53	1.2571	2.2930
 115.65	1.2571	2.2926
 115.76	1.2574	2.2927
 115.88	1.2569	2.2929
 115.99	1.2682	2.2933
 116.11	1.2732	2.2933
 116.22	1.2859	2.2924
 116.34	1.2870	2.2914
 116.45	1.3021	2.2893
 116.57	1.3050	2.2882
 116.69	1.3102	2.2865
 116.80	1.3538	2.2794
 116.92	1.3843	2.2743
 117.03	1.3895	2.2732
 117.15	1.3982	2.2712
 117.26	1.3971	2.2710
 117.38	1.3954	2.2723
 117.49	1.3969	2.2712
 117.61	1.3944	2.2716
 117.73	1.3946	2.2711
 117.84	1.3937	2.2714
 117.96	1.3941	2.2713
 118.07	1.3958	2.2724
 118.19	1.3910	2.2721
